urn,normalizedlemma,shortdef
urn:cite:perseus:lexentity.lex8696.1,Σάρδεις,""
urn:cite:perseus:lexentity.lex8697.1,Σάρδος,""
urn:cite:perseus:lexentity.lex8698.1,Σάρμεντος,""
urn:cite:perseus:lexentity.lex8699.1,Σάρος,""
urn:cite:perseus:lexentity.lex8700.1,Σάρρα,""
urn:cite:perseus:lexentity.lex8701.1,Σάρσινα,""
urn:cite:perseus:lexentity.lex8702.1,Σάρτη,""
urn:cite:perseus:lexentity.lex8703.1,Σάρων,""
urn:cite:perseus:lexentity.lex8704.1,Σάσανδα,""
urn:cite:perseus:lexentity.lex8705.1,Σάσιμα,""
urn:cite:perseus:lexentity.lex8706.1,Σάσων,""
urn:cite:perseus:lexentity.lex8707.1,Σάταλα,""
urn:cite:perseus:lexentity.lex8708.1,Σάτνιον,""
urn:cite:perseus:lexentity.lex8709.1,Σάτνιος,""
urn:cite:perseus:lexentity.lex8710.1,Σάτραι,""
urn:cite:perseus:lexentity.lex8711.1,Σάτρικον,""
urn:cite:perseus:lexentity.lex8712.1,Σάτυρος,""
urn:cite:perseus:lexentity.lex8713.1,Σάφφω,""
urn:cite:perseus:lexentity.lex8714.1,Σάων,""
urn:cite:perseus:lexentity.lex8715.1,Σάωσις,""
urn:cite:perseus:lexentity.lex8716.1,Σέβριον,""
urn:cite:perseus:lexentity.lex8717.1,Σέβρος,""
urn:cite:perseus:lexentity.lex8718.1,Σέγεστα,""
urn:cite:perseus:lexentity.lex8719.1,Σέλαγος,""
urn:cite:perseus:lexentity.lex8720.1,Σέλγη,""
urn:cite:perseus:lexentity.lex8721.1,Σέλεμνος,""
urn:cite:perseus:lexentity.lex8722.1,Σέλευκος,""
urn:cite:perseus:lexentity.lex8723.1,Σέλλος,""
urn:cite:perseus:lexentity.lex8724.1,Σέντιος,""
urn:cite:perseus:lexentity.lex8725.1,Σένων,""
urn:cite:perseus:lexentity.lex8726.1,Σέξστιος,""
urn:cite:perseus:lexentity.lex8727.1,Σέξστος,""
urn:cite:perseus:lexentity.lex8728.1,Σέξτιος,""
urn:cite:perseus:lexentity.lex8729.1,Σέξτος,""
urn:cite:perseus:lexentity.lex8730.1,Σέπφωρις,""
urn:cite:perseus:lexentity.lex8731.1,Σέραπις,""
urn:cite:perseus:lexentity.lex8732.1,Σέρβιος,""
urn:cite:perseus:lexentity.lex8733.1,Σέργιος,""
urn:cite:perseus:lexentity.lex8734.1,Σέριφος,""
urn:cite:perseus:lexentity.lex8735.1,Σέρουιος,""
urn:cite:perseus:lexentity.lex8736.1,Σέρρειον,""
urn:cite:perseus:lexentity.lex8737.1,Σέρριον,""
urn:cite:perseus:lexentity.lex8738.1,Σέστος,""
urn:cite:perseus:lexentity.lex8739.1,Σέσωστρις,""
urn:cite:perseus:lexentity.lex8740.1,Σήθ,""
urn:cite:perseus:lexentity.lex8741.1,Σήιος,""
urn:cite:perseus:lexentity.lex8742.1,Σήνα,""
urn:cite:perseus:lexentity.lex8743.1,Σήνη,""
urn:cite:perseus:lexentity.lex8744.1,Σήρ,""
urn:cite:perseus:lexentity.lex8745.1,Σήραμβος,""
urn:cite:perseus:lexentity.lex8746.1,Σήριππος,""
urn:cite:perseus:lexentity.lex8747.1,Σήρων,""
urn:cite:perseus:lexentity.lex8748.1,Σήσαμος,""
urn:cite:perseus:lexentity.lex8749.1,Σήστιος,""
urn:cite:perseus:lexentity.lex8750.1,Σίβαι,""
urn:cite:perseus:lexentity.lex8751.1,Σίβυλλα,""
urn:cite:perseus:lexentity.lex8752.1,Σίγα,""
urn:cite:perseus:lexentity.lex8753.1,Σίγγα,""
urn:cite:perseus:lexentity.lex8754.1,Σίγγαρα,""
urn:cite:perseus:lexentity.lex8755.1,Σίγγος,""
urn:cite:perseus:lexentity.lex8756.1,Σίγειον,""
urn:cite:perseus:lexentity.lex8757.1,Σίγιννοι,""
urn:cite:perseus:lexentity.lex8758.1,Σίγνιφερ,""
urn:cite:perseus:lexentity.lex8759.1,Σίγριον,""
urn:cite:perseus:lexentity.lex8760.1,Σίγυνναι,""
urn:cite:perseus:lexentity.lex8761.1,Σίδεκτος,""
urn:cite:perseus:lexentity.lex8762.1,Σίδη,""
urn:cite:perseus:lexentity.lex8763.1,Σίδουσσα,""
urn:cite:perseus:lexentity.lex8764.1,Σίθνιδος,""
urn:cite:perseus:lexentity.lex8765.1,Σίθων,""
urn:cite:perseus:lexentity.lex8766.1,Σίκης,""
urn:cite:perseus:lexentity.lex8767.1,Σίκιννον,""
urn:cite:perseus:lexentity.lex8768.1,Σίκιννος,""
urn:cite:perseus:lexentity.lex8769.1,Σίκινος,""
urn:cite:perseus:lexentity.lex8770.1,Σίκκα,""
urn:cite:perseus:lexentity.lex8771.1,Σίκκιος,""
urn:cite:perseus:lexentity.lex8772.1,Σίκορις,""
urn:cite:perseus:lexentity.lex8773.1,Σίκων,""
urn:cite:perseus:lexentity.lex8774.1,Σίλα,""
urn:cite:perseus:lexentity.lex8775.1,Σίλβιον,""
urn:cite:perseus:lexentity.lex8776.1,Σίλλα,""
urn:cite:perseus:lexentity.lex8777.1,Σίλλαξ,""
urn:cite:perseus:lexentity.lex8778.1,Σίλλος,""
urn:cite:perseus:lexentity.lex8779.1,Σίλοι,""
urn:cite:perseus:lexentity.lex8780.1,Σίλουιος,""
urn:cite:perseus:lexentity.lex8781.1,Σίλων,""
urn:cite:perseus:lexentity.lex8782.1,Σίμυλος,""
urn:cite:perseus:lexentity.lex8783.1,Σίμων,""
urn:cite:perseus:lexentity.lex8784.1,Σίνδα,""
urn:cite:perseus:lexentity.lex8785.1,Σίνδος,""
urn:cite:perseus:lexentity.lex8786.1,Σίνις,""
urn:cite:perseus:lexentity.lex8787.1,Σίννα,""
urn:cite:perseus:lexentity.lex8788.1,Σίντιες,""
urn:cite:perseus:lexentity.lex8789.1,Σίνων,""
urn:cite:perseus:lexentity.lex8790.1,Σίπτη,""
urn:cite:perseus:lexentity.lex8791.1,Σίπυλος,""
urn:cite:perseus:lexentity.lex8792.1,Σίρις,""
urn:cite:perseus:lexentity.lex8793.1,Σίρμιον,""
urn:cite:perseus:lexentity.lex8794.1,Σίρωμος,""
urn:cite:perseus:lexentity.lex8795.1,Σίσυφος,""
urn:cite:perseus:lexentity.lex8796.1,Σίττιος,""
urn:cite:perseus:lexentity.lex8797.1,Σίφνιος,""
urn:cite:perseus:lexentity.lex8798.1,Σίφνος,""
urn:cite:perseus:lexentity.lex8799.1,Σαίτης,""
urn:cite:perseus:lexentity.lex8800.1,Σαβάδιος,""
urn:cite:perseus:lexentity.lex8801.1,Σαβάζιος,""
urn:cite:perseus:lexentity.lex8802.1,Σαβάζω,""
urn:cite:perseus:lexentity.lex8803.1,Σαβάκης,""
urn:cite:perseus:lexentity.lex8804.1,Σαβάτ,""
urn:cite:perseus:lexentity.lex8805.1,Σαβάτων,""
urn:cite:perseus:lexentity.lex8806.1,Σαβία,""
urn:cite:perseus:lexentity.lex8807.1,Σαβαία,""
urn:cite:perseus:lexentity.lex8809.1,Σαβακῶν,""
urn:cite:perseus:lexentity.lex8810.1,Σαβασμός,""
urn:cite:perseus:lexentity.lex8812.1,Σαβαῖος,""
urn:cite:perseus:lexentity.lex8813.1,Σαββίων,""
urn:cite:perseus:lexentity.lex8819.1,Σαββαῖος,""
urn:cite:perseus:lexentity.lex8820.1,Σαβός,""
urn:cite:perseus:lexentity.lex8821.1,Σαβύλινθος,""
urn:cite:perseus:lexentity.lex8822.1,Σαβῖνος,""
urn:cite:perseus:lexentity.lex8824.1,Σαγγάριος,""
urn:cite:perseus:lexentity.lex8825.1,Σαγγία,""
urn:cite:perseus:lexentity.lex8826.1,Σαγύλιον,""
urn:cite:perseus:lexentity.lex8827.1,Σαδάκορα,""
urn:cite:perseus:lexentity.lex8828.1,Σαδδουκαῖοι,""
urn:cite:perseus:lexentity.lex8829.1,Σαδυάττης,""
urn:cite:perseus:lexentity.lex8831.1,Σαισάρη,""
urn:cite:perseus:lexentity.lex8832.1,Σακάδης,""
urn:cite:perseus:lexentity.lex8833.1,Σακαίη,""
urn:cite:perseus:lexentity.lex8835.1,Σαλάρια,""
urn:cite:perseus:lexentity.lex8836.1,Σαλία,""
urn:cite:perseus:lexentity.lex8837.1,Σαλαβακχώ,""
urn:cite:perseus:lexentity.lex8838.1,Σαλαμίνιος,""
urn:cite:perseus:lexentity.lex8839.1,Σαλαμίς,""
urn:cite:perseus:lexentity.lex8840.1,Σαλαμιναφέτης,""
urn:cite:perseus:lexentity.lex8841.1,Σαλαμινιάς,""
urn:cite:perseus:lexentity.lex8842.1,Σαλαμινιακός,""
urn:cite:perseus:lexentity.lex8843.1,Σαλαπία,""
urn:cite:perseus:lexentity.lex8844.1,Σαλαρία,""
urn:cite:perseus:lexentity.lex8845.1,Σαλασσοί,""
urn:cite:perseus:lexentity.lex8846.1,Σαλγανεύς,""
urn:cite:perseus:lexentity.lex8847.1,Σαλμακίς,""
urn:cite:perseus:lexentity.lex8848.1,Σαλμανάσσης,""
urn:cite:perseus:lexentity.lex8849.1,Σαλματίς,""
urn:cite:perseus:lexentity.lex8850.1,Σαλματικός,""
urn:cite:perseus:lexentity.lex8851.1,Σαλμυδήσσιος,""
urn:cite:perseus:lexentity.lex8852.1,Σαλμυδησσός,""
urn:cite:perseus:lexentity.lex8853.1,Σαλμωνία,""
urn:cite:perseus:lexentity.lex8854.1,Σαλμωνίς,""
urn:cite:perseus:lexentity.lex8855.1,Σαλμωνεύς,""
urn:cite:perseus:lexentity.lex8856.1,Σαλμώνη,""
urn:cite:perseus:lexentity.lex8857.1,Σαλούστιος,""
urn:cite:perseus:lexentity.lex8858.1,Σαλωνίτης,""
urn:cite:perseus:lexentity.lex8859.1,Σαλωνεύς,""
urn:cite:perseus:lexentity.lex8860.1,Σαλόη,""
urn:cite:perseus:lexentity.lex8861.1,Σαλύνθιος,""
urn:cite:perseus:lexentity.lex8862.1,Σαλώμη,""
urn:cite:perseus:lexentity.lex8863.1,Σαλώνιος,""
urn:cite:perseus:lexentity.lex8864.1,Σαλῖνον,""
urn:cite:perseus:lexentity.lex8865.1,Σαλῶνα,""
urn:cite:perseus:lexentity.lex8866.1,Σαμάρεια,""
urn:cite:perseus:lexentity.lex8867.1,Σαμάτης,""
urn:cite:perseus:lexentity.lex8868.1,Σαμίδας,""
urn:cite:perseus:lexentity.lex8869.1,Σαμαρίτης,""
urn:cite:perseus:lexentity.lex8870.1,Σαμαρεία,""
urn:cite:perseus:lexentity.lex8871.1,Σαμαρείτης,""
urn:cite:perseus:lexentity.lex8872.1,Σαμαρεύς,""
urn:cite:perseus:lexentity.lex8873.1,Σαμαῖος,""
urn:cite:perseus:lexentity.lex8874.1,Σαμιακός,""
urn:cite:perseus:lexentity.lex8875.1,Σαμικόν,""
urn:cite:perseus:lexentity.lex8876.1,Σαμνίτης,""
urn:cite:perseus:lexentity.lex8877.1,Σαμοθρηικίη,""
urn:cite:perseus:lexentity.lex8879.1,Σαμοθρᾴκη,""
urn:cite:perseus:lexentity.lex8880.1,Σαμοθρᾴκιον,""
urn:cite:perseus:lexentity.lex8881.1,Σαμοθρᾴκιος,""
urn:cite:perseus:lexentity.lex8882.1,Σαμουῆλος,""
urn:cite:perseus:lexentity.lex8883.1,Σαμψών,""
urn:cite:perseus:lexentity.lex8884.1,Σαμόθρᾳξ,""
urn:cite:perseus:lexentity.lex8885.1,Σαμόλης,""
urn:cite:perseus:lexentity.lex8886.1,Σαμόσατα,""
urn:cite:perseus:lexentity.lex8887.1,Σαναβαλλέτης,""
urn:cite:perseus:lexentity.lex8888.1,Σαναχάριβος,""
urn:cite:perseus:lexentity.lex8889.1,Σαναός,""
urn:cite:perseus:lexentity.lex8890.1,Σανδάλιον,""
urn:cite:perseus:lexentity.lex8891.1,Σανδίων,""
urn:cite:perseus:lexentity.lex8892.1,Σανδαράκη,""
urn:cite:perseus:lexentity.lex8893.1,Σανδρόκοττος,""
urn:cite:perseus:lexentity.lex8894.1,Σανδώκης,""
urn:cite:perseus:lexentity.lex8895.1,Σαννίδωρος,""
urn:cite:perseus:lexentity.lex8896.1,Σαννίων,""
urn:cite:perseus:lexentity.lex8897.1,Σαννυρίων,""
urn:cite:perseus:lexentity.lex8898.1,Σαντόνων,""
urn:cite:perseus:lexentity.lex8899.1,Σαουάζου,""
urn:cite:perseus:lexentity.lex8900.1,Σαοῦλος,""
urn:cite:perseus:lexentity.lex8901.1,Σαπαῖος,""
urn:cite:perseus:lexentity.lex8902.1,Σαπφικός,""
urn:cite:perseus:lexentity.lex8903.1,Σαπφώ,""
urn:cite:perseus:lexentity.lex8904.1,Σαράγγαι,""
urn:cite:perseus:lexentity.lex8905.1,Σαράγγης,""
urn:cite:perseus:lexentity.lex8906.1,Σαρακηνοί,""
urn:cite:perseus:lexentity.lex8907.1,Σαραμήνη,""
urn:cite:perseus:lexentity.lex8908.1,Σαραπάμμων,""
urn:cite:perseus:lexentity.lex8910.1,Σαραπίων,""
urn:cite:perseus:lexentity.lex8911.1,Σαραπανίς,""
urn:cite:perseus:lexentity.lex8912.1,Σαραπιασταί,""
urn:cite:perseus:lexentity.lex8913.1,Σαραπιεῖα,""
urn:cite:perseus:lexentity.lex8914.1,Σαραπιεῖον,""
urn:cite:perseus:lexentity.lex8915.1,Σαργαραυσηνή,""
urn:cite:perseus:lexentity.lex8916.1,Σαργετία,""
urn:cite:perseus:lexentity.lex8917.1,Σαργεύς,""
urn:cite:perseus:lexentity.lex8918.1,Σαρδανάπαλλος,""
urn:cite:perseus:lexentity.lex8919.1,Σαρδανάπαλος,""
urn:cite:perseus:lexentity.lex8920.1,Σαρδιανικός,""
urn:cite:perseus:lexentity.lex8921.1,Σαρδιανός,""
urn:cite:perseus:lexentity.lex8922.1,Σαρδική,""
urn:cite:perseus:lexentity.lex8923.1,Σαρδοί,""
urn:cite:perseus:lexentity.lex8924.1,Σαρδώ,""
urn:cite:perseus:lexentity.lex8925.1,Σαρμάτης,""
urn:cite:perseus:lexentity.lex8926.1,Σαρμάτια,""
urn:cite:perseus:lexentity.lex8927.1,Σαρματία,""
urn:cite:perseus:lexentity.lex8928.1,Σαρματικός,""
urn:cite:perseus:lexentity.lex8929.1,Σαρνός,""
urn:cite:perseus:lexentity.lex8930.1,Σαρπηδονίη,""
urn:cite:perseus:lexentity.lex8931.1,Σαρπηδονεῖον,""
urn:cite:perseus:lexentity.lex8932.1,Σαρπηδόνιος,""
urn:cite:perseus:lexentity.lex8933.1,Σαρπηδών,""
urn:cite:perseus:lexentity.lex8934.1,Σαρωνίη,""
urn:cite:perseus:lexentity.lex8935.1,Σαρωνίς,""
urn:cite:perseus:lexentity.lex8936.1,Σαρωνικός,""
urn:cite:perseus:lexentity.lex8937.1,Σασπείρας,""
urn:cite:perseus:lexentity.lex8938.1,Σασπειροί,""
urn:cite:perseus:lexentity.lex8939.1,Σατάν,""
urn:cite:perseus:lexentity.lex8940.1,Σατάσπης,""
urn:cite:perseus:lexentity.lex8941.1,Σατίκολα,""
urn:cite:perseus:lexentity.lex8942.1,Σατίων,""
urn:cite:perseus:lexentity.lex8944.1,Σατιβαρζάνης,""
urn:cite:perseus:lexentity.lex8945.1,Σατνιόεις,""
urn:cite:perseus:lexentity.lex8946.1,Σατορνάλια,""
urn:cite:perseus:lexentity.lex8947.1,Σατορνῖνος,""
urn:cite:perseus:lexentity.lex8948.1,Σατράπης,""
urn:cite:perseus:lexentity.lex8949.1,Σατρικανός,""
urn:cite:perseus:lexentity.lex8950.1,Σατταγύδαι,""
urn:cite:perseus:lexentity.lex8951.1,Σατυρίδιον,""
urn:cite:perseus:lexentity.lex8952.1,Σατυρίσκος,""
urn:cite:perseus:lexentity.lex8958.1,Σατύριον,""
urn:cite:perseus:lexentity.lex8959.1,Σατύριος,""
urn:cite:perseus:lexentity.lex8960.1,Σαυνίτης,""
urn:cite:perseus:lexentity.lex8961.1,Σαυνιτικός,""
urn:cite:perseus:lexentity.lex8962.1,Σαυνῖται,""
urn:cite:perseus:lexentity.lex8963.1,Σαυνῖτις,""
urn:cite:perseus:lexentity.lex8964.1,Σαυρίας,""
urn:cite:perseus:lexentity.lex8965.1,Σαυρομάται,""
urn:cite:perseus:lexentity.lex8966.1,Σαυροματικός,""
urn:cite:perseus:lexentity.lex8967.1,Σαυφήιος,""
urn:cite:perseus:lexentity.lex8968.1,Σαφάτης,""
urn:cite:perseus:lexentity.lex8969.1,Σαχχίας,""
urn:cite:perseus:lexentity.lex8970.1,Σαύλιος,""
urn:cite:perseus:lexentity.lex8971.1,Σαύνιον,""
urn:cite:perseus:lexentity.lex8972.1,Σαώ,""
urn:cite:perseus:lexentity.lex8973.1,Σαῖτις,""
urn:cite:perseus:lexentity.lex8974.1,Σαῦρος,""
urn:cite:perseus:lexentity.lex8975.1,Σείριος,""
urn:cite:perseus:lexentity.lex8976.1,Σείρων,""
urn:cite:perseus:lexentity.lex8978.1,Σεβάσμεια,""
urn:cite:perseus:lexentity.lex8979.1,Σεβάσμιος,""
urn:cite:perseus:lexentity.lex8980.1,Σεβάστεια,""
urn:cite:perseus:lexentity.lex8981.1,Σεβάστη,""
urn:cite:perseus:lexentity.lex8982.1,Σεβάστιος,""
urn:cite:perseus:lexentity.lex8986.1,Σεβασμός,""
urn:cite:perseus:lexentity.lex8987.1,Σεβαστή,""
urn:cite:perseus:lexentity.lex8989.1,Σεβαστεῖον,""
urn:cite:perseus:lexentity.lex8991.1,Σεβαστιάς,""
urn:cite:perseus:lexentity.lex9005.1,Σεβαστός,""
urn:cite:perseus:lexentity.lex9006.1,Σεβεννυτικός,""
urn:cite:perseus:lexentity.lex9007.1,Σεβεννύτη,""
urn:cite:perseus:lexentity.lex9008.1,Σεβρός,""
urn:cite:perseus:lexentity.lex9009.1,Σεβῆρος,""
urn:cite:perseus:lexentity.lex9010.1,Σεβῖνος,""
urn:cite:perseus:lexentity.lex9011.1,Σεγέστη,""
urn:cite:perseus:lexentity.lex9012.1,Σεγεσάμα,""
urn:cite:perseus:lexentity.lex9013.1,Σεγεστανός,""
urn:cite:perseus:lexentity.lex9014.1,Σεγηδαῖος,""
urn:cite:perseus:lexentity.lex9015.1,Σεγοντία,""
urn:cite:perseus:lexentity.lex9016.1,Σεγοσιανοί,""
urn:cite:perseus:lexentity.lex9017.1,Σεγόβριγα,""
urn:cite:perseus:lexentity.lex9018.1,Σεθρωίτης,""
urn:cite:perseus:lexentity.lex9019.1,Σειληνός,""
urn:cite:perseus:lexentity.lex9020.1,Σειληνώδης,""
urn:cite:perseus:lexentity.lex9021.1,Σειράμνης,""
urn:cite:perseus:lexentity.lex9022.1,Σειρήν,""
urn:cite:perseus:lexentity.lex9023.1,Σειρήνειος,""
urn:cite:perseus:lexentity.lex9024.1,Σειρηδών,""
urn:cite:perseus:lexentity.lex9025.1,Σειρηνίς,""
urn:cite:perseus:lexentity.lex9026.1,Σεισάμης,""
urn:cite:perseus:lexentity.lex9027.1,Σελήνη,""
urn:cite:perseus:lexentity.lex9028.1,Σελασία,""
urn:cite:perseus:lexentity.lex9029.1,Σελγεύς,""
urn:cite:perseus:lexentity.lex9030.1,Σελεάδης,""
urn:cite:perseus:lexentity.lex9031.1,Σελευκίζω,""
urn:cite:perseus:lexentity.lex9032.1,Σελευκίς,""
urn:cite:perseus:lexentity.lex9033.1,Σελευκεύς,""
urn:cite:perseus:lexentity.lex9034.1,Σελεύκεια,""
urn:cite:perseus:lexentity.lex9035.1,Σελεύκειος,""
urn:cite:perseus:lexentity.lex9036.1,Σεληπιάδης,""
urn:cite:perseus:lexentity.lex9037.1,Σελινούντιος,""
urn:cite:perseus:lexentity.lex9038.1,Σελινούσιος,""
urn:cite:perseus:lexentity.lex9039.1,Σελινοῦντος,""
urn:cite:perseus:lexentity.lex9040.1,Σελινοῦς,""
urn:cite:perseus:lexentity.lex9041.1,Σελλάρτιος,""
urn:cite:perseus:lexentity.lex9042.1,Σελλήεις,""
urn:cite:perseus:lexentity.lex9043.1,Σελλασία,""
urn:cite:perseus:lexentity.lex9044.1,Σελλασιεύς,""
urn:cite:perseus:lexentity.lex9045.1,Σελλοί,""
urn:cite:perseus:lexentity.lex9046.1,Σελλός,""
urn:cite:perseus:lexentity.lex9047.1,Σεμέλη,""
urn:cite:perseus:lexentity.lex9048.1,Σεμέλιος,""
urn:cite:perseus:lexentity.lex9049.1,Σεμίραμις,""
urn:cite:perseus:lexentity.lex9050.1,Σεμεχωνῖτις,""
urn:cite:perseus:lexentity.lex9051.1,Σεμεωνίς,""
urn:cite:perseus:lexentity.lex9052.1,Σεμεών,""
urn:cite:perseus:lexentity.lex9053.1,Σεμιράμις,""
urn:cite:perseus:lexentity.lex9054.1,Σεμπρώνιος,""
urn:cite:perseus:lexentity.lex9055.1,Σεναχείριμος,""
urn:cite:perseus:lexentity.lex9056.1,Σενεκίων,""
urn:cite:perseus:lexentity.lex9057.1,Σεντινατής,""
urn:cite:perseus:lexentity.lex9058.1,Σεντῖνον,""
urn:cite:perseus:lexentity.lex9059.1,Σεξτίλιος,""
urn:cite:perseus:lexentity.lex9060.1,Σεπτέμβριος,""
urn:cite:perseus:lexentity.lex9061.1,Σεπτέμπεδα,""
urn:cite:perseus:lexentity.lex9062.1,Σεπτίμιος,""
urn:cite:perseus:lexentity.lex9063.1,Σεπτομούντιον,""
urn:cite:perseus:lexentity.lex9064.1,Σεπφωρίτης,""
urn:cite:perseus:lexentity.lex9065.1,Σερέτιον,""
urn:cite:perseus:lexentity.lex9066.1,Σερίφιος,""
urn:cite:perseus:lexentity.lex9067.1,Σεραπίων,""
urn:cite:perseus:lexentity.lex9068.1,Σεραπεῖον,""
urn:cite:perseus:lexentity.lex9069.1,Σεραφείμ,""
urn:cite:perseus:lexentity.lex9070.1,Σερβίλιος,""
urn:cite:perseus:lexentity.lex9071.1,Σερβωνίς,""
urn:cite:perseus:lexentity.lex9072.1,Σεργουντία,""
urn:cite:perseus:lexentity.lex9073.1,Σερεβαῖος,""
urn:cite:perseus:lexentity.lex9074.1,Σερμυλιός,""
urn:cite:perseus:lexentity.lex9075.1,Σερμύλη,""
urn:cite:perseus:lexentity.lex9076.1,Σερμύλιοι,""
urn:cite:perseus:lexentity.lex9077.1,Σερουίλιος,""
urn:cite:perseus:lexentity.lex9078.1,Σερουιλιανός,""
urn:cite:perseus:lexentity.lex9079.1,Σεροῦγος,""
urn:cite:perseus:lexentity.lex9080.1,Σερρανός,""
urn:cite:perseus:lexentity.lex9081.1,Σερτώριος,""
urn:cite:perseus:lexentity.lex9082.1,Σεσόωσις,""
urn:cite:perseus:lexentity.lex9083.1,Σετουία,""
urn:cite:perseus:lexentity.lex9084.1,Σευάλκης,""
urn:cite:perseus:lexentity.lex9085.1,Σευήρεια,""
urn:cite:perseus:lexentity.lex9086.1,Σευίδαι,""
urn:cite:perseus:lexentity.lex9087.1,Σευσάμορα,""
urn:cite:perseus:lexentity.lex9088.1,Σευτλαῖος,""
urn:cite:perseus:lexentity.lex9089.1,Σευῆρος,""
urn:cite:perseus:lexentity.lex9090.1,Σεύθης,""
urn:cite:perseus:lexentity.lex9091.1,Σεῖραι,""
urn:cite:perseus:lexentity.lex9092.1,Σηκοάνας,""
urn:cite:perseus:lexentity.lex9093.1,Σηκοανός,""
urn:cite:perseus:lexentity.lex9094.1,Σηκουάνας,""
urn:cite:perseus:lexentity.lex9095.1,Σηκουανοί,""
